Alphabet,Immatriculation,Raison sociale,Enseigne,Adresse,Code postal,Ville,Téléphone,Fax,E-mail,Site web,Hyperlink
A,IM 078 12 0036,ACANTHE VOYAGES / SELECTOUR,,"95, RUE CHARDON LAGACHE",75016,PARIS,+33 1 44 14 84 00,,acanthe-paris@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34098
A,IM 075 10 0155,ACBA / SELECTOUR,DETOURS VOYAGES,"80, BLD RASPAIL",75006,PARIS,+33 1 45 44 48 49,,raspail@detours.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33358
A,IM 059 11 0031,ACCESS ORGANISATION GROUP,AORA VOYAGES - BLUE RALLY - TWIN RAID,"IMMEUBLE NEWTON - 2, RUE HÉRACLÈS",59650,VILLENEUVE D'ASCQ,+33 3 20 04 03 69,,contact@aoravoyages.fr,www.aoravoyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32636
A,IM 045 12 0006,ACCESS TOURISME SERVICE,- ATS -,"24, RUE DU 11 NOVEMBRE",45130,CHARSONVILLE,+33 2 38 74 28 40,,access.tourisme.service@wanadoo.fr,access-tourisme.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32305
A,IM 059 10 0010,ACFE SELS - VIVALANGUES / UNOSEL,,"12, RUE DE CONDÉ - BP 90221",59562,LA MADELEINE CEDEX,+33 3 20 63 11 02,,viva@vivalangues.fr,www.vivalangues.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32595
A,IM 075 12 0239,ACI VOYAGE / MANOR,ACI WORLD WIDE TRAVEL - MANOR,"75, AVENUE PARMENTIER",75011,PARIS,+33 1 40 21 11 10,,ticketing@acivoyage.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33787
A,IM 017 11 0007,ACTIF VOYAGES / HAVAS VOYAGES,HAVAS VOYAGES,"22, RUE COCHON DUVIVIER",17300,ROCHEFORT,+33 5 46 88 43 94,,rochefort@havas-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31808
A,IM 075 10 0192,ACTION SEJOURS / UNOSEL,,"13, RUE ROSENWALD",75015,PARIS,+33 1 45 30 91 91,,nperot@action-sejours.com,www.action-sejours.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33366
A,IM 030 12 0002,ACTIVE FRANCE ADVENTURES,DISCOVER FRANCE,"427, RUE HÉLÈNE BOUCHER",34130,MAUGUIO,+33 4 67 15 82 00,,thomas@discoverfrance.com,www.discoverfrance.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31938
A,IM 075 10 0063,ACTIVE TRAVEL AND LANGUAGE / UNOSEL,ATL,"131, RUE DE PICPUS, 11, rue de la Derance",75012,PARIS,+33 1 43 07 07 90,,olivier@sejours-atl.fr,www.sejours-atl.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33333
A,IM 013 10 0127,ACTUEL VOYAGES / CEDIV,CEDIV,"PÔLE COMMERCIAL LES CARABINS, 179, rue Paradis",13270,FOS SUR MER,+33 4 42 05 06 95,,actuel-voyages@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31705
A,IM 064 10 0055,ADICHAT'S VOYAGES,,426 ROUTE D'OLORON,64360,LUCQ-DE-BÉARN,+33 5 59 34 39 00,,cabauzit@tendancesud.com,https://adichatsvoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32817
A,IM 034 11 0032,ADOS VOYAGES SAS / CDMV,REVE D'AILLEURS - CDMV,"71, RUE DES CARRIÈRES",34160,SAINT GENIES DES MORGUES,+33 4 67 75 18 67,,contact@adosvoyages.com,https://www.classes-decouvertes.com/,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32047
A,IM 075 16 0013,AEROCAP SERVICES - BEL AFRICA / CDMV,CDMV,"155, RUE DU FAUBOURG SAINT-DENIS",75010,PARIS,+33 6 33 40 57 73,,contact@belafrica.net,www.belafrica.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33944
A,IM 069 10 0031,AEROSUN / SELECTOUR,AEROSUN VOYAGES / ESCAPADES TO,"24, RUE RENÉ CASSIN",69009,LYON,+33 4 72 43 98 98,,dduc@aerosun.fr,www.aerosun.biz,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32936
A,IM 075 16 0011,AERTICKET FRANCE SAS,,"1 BIS, RUE EDMOND NOCARD",94410,SAINT MAURICE,+33 6 74 66 22 27,,charlotte@aerticket.fr,https://cockpit.aerticket.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33943
A,IM 094 11 0022,AFS VIVRE SANS FRONTIERE,,8 QUAI BIR HAKEIM - CS 815,94415,SAINT MAURICE CEDEX,+33 1 45 14 03 10,,info-france@afs.org,www.afs-fr.org,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34714
A,IM 047 10 0007,AGENA VOYAGES / SELECTOUR,,"1216, AVENUE DU MIDI",47000,AGEN,+33 5 53 66 62 42,,carole@agena-voyages.com,www.agena-voyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32335
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAEGS / SELECTOUR,PREFERENCE,"6, PLACE BILANGE - BP 213",49415,SAUMUR CEDEX,,,saumurvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32215
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAEGS / SELECTOUR,PREFERENCE,"14, RUE DU DOCTEUR LEROY",72000,LE MANS,,,lemansvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32218
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"4, BLD DU ZÉNITH - BP 20173",44802,SAINT HERBLAIN,+33 2 40 48 81 15,,patrick.malenfant@preference-360.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32211
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"45 BIS, AVENUE DES THÉBAUDIÈRES",44800,SAINT HERBLAIN,,,stherblainvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32212
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"33, RUE DU GÉNÉRAL DE GAULLE - BP 207",44614,SAINT NAZAIRE,,,stnazairevoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32213
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"51, AVENUE LAJARRIGE",44500,LA BAULE,,,labaulevoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32214
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"27/29, PLACE LOUIS IMBACH",49100,ANGERS,,,angersvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32216
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE AFFAIRES,"13, RUE VAUBAN - BP 907",56109,LORIENT CEDEX,,,lorientbusinesstravel@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32217
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"13, AVENUE GAMBETTA",49300,CHOLET,,,choletvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32219
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES - ARMORIC VOYAGES,"12, PLACE ALSACE LORRAINE",56100,LORIENT,+33 2 97 21 66 67,,armoric.lorient@armoric-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32220
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES - ATHALIA VOYAGES,"6, PLACE POIDS PUBLIC",56000,VANNES,+33 2 97 01 00 54,,vannes@athalia-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32221
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"9, RUE DU LAIT",56400,AURAY,+33 2 97 24 16 52,,celtea-auray@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32222
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES - ATHALIA VOYAGES,"4, AVENUE DU FAOUËDIC",56100,LORIENT,+33 2 97 21 17 17,,lorient@athalia-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32223
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"25 BIS, RUE THIERS",56000,VANNES,,,celtea-vannes@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32224
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,RUE EDOUARD BRANLY - ZAC LA BUZINIÈRE,85500,LES HERBIERS,,,lesherbiersvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32225
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"16, RUE GEORGES CLEMENCEAU",85600,MONTAIGU,,,montaiguvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32226
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"1, RUE DU 11 NOVEMBRE",35580,GUICHEN,,,celtea-guichen@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32227
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,SOLARIO,"3, PLACE DELORME",44000,NANTES,,,solario-voyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32228
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"7 BIS, BLD DE LA TOUR D'AUVERGNE",35000,RENNES,,,rennesbusinesstravel@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32229
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"1, RUE LEPERDIT",35000,RENNES,,,celtea-neptune@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32230
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"8, PLACE SAINT SAUVEUR",35600,REDON,,,celtea-redon@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32232
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"53, AVENUE DU GÉNÉRAL DE GAULLE",72000,LE MANS,,,celtea-lemans@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32233
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"31, BLD DE LA RÉPUBLIQUE",35400,SAINT MALO,,,celtea-stmalo@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32234
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"20, RUE TRONJOLLY",35000,RENNES,,,celtea-tronjolly@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32235
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"12, RUE CAMBRAI",53002,LAVAL,,,celtea-laval@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32236
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"3, QUAI CHATEAUBRIAND",35000,RENNES,,,rennesvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32237
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE,"3, PLACE DELORME - BP 51824, 2, rue Pierre Mendès France",44018,NANTES CEDEX 1,,,nantesvoyages@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32238
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE AFFAIRES,"46, RUE JEAN BODIN, Chapelle Basse Mer",49000,ANGERS,,,angersbusinesstravel@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32239
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES,"6, AVENUE DU FAOUEDIC",56100,LORIENT,,,celtea-lorient@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32240
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON DES VOYAGES / SELECTOUR,CELTEA VOYAGES -,"4, RUE COURTHARDY",72000,LE MANS,,,clubmed.lemans@travelouest.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32241
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE AFFAIRES,"16, RUE GEORGES CLÉMENCEAU",85600,MONTAIGU,,,vendeebusinesstravel@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32242
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DES VOYAGES / SELECTOUR,PREFERENCE AFFAIRES,"13, RUE VAUBAN - BP 907, La Fleuriaye - Bâtiment A",56100,LORIENT,,,celtea-affaires@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32243
A,IM 044 10 0010,AGENCE DE BOÜARD - LA MAISON DU VOYAGE / SELECTOUR,PREFERENCE EVENMENTIELS,"4, BLD DU ZÉNITH",44800,SAINT HERBLAIN,,,evenementiels@preference-360.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32244
A,IM 044 10 0010,AGENCE DE BOUARD - LA MAISON ES VOYAGES / SELECTOUR,CELTEA VOYAGES,"1, RUE DU TRIBUNAL",35300,FOUGERES,,,celtea-fougeres@celtea-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32231
A,IM 080 11 0005,AGENCE DE VOYAGES PERDIGEON / AVP,,ZONE INDUSTRIELLE DE LA CHAPELETTE,80200,PERONNE,+33 3 22 20 73 73,,perdigeon.voyages@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34124
A,IM 049 12 0004,AGENCE DE VOYAGES ROBIN / SELECTOUR,ATV VOYAGES,"75, AVENUE MONTAIGNE - ESPACE ANJOU",49100,ANGERS,,,atvvoyages@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32391
A,IM 049 12 0004,AGENCE DE VOYAGES ROBIN / SELECTOUR,L'ILOT VOYAGES,"CARREFOUR RAMEAU - 2, RUE DE L'AIGUILLERIE",49100,ANGERS,,,l-ilot-voyages@angers-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32392
A,IM 049 12 0004,AGENCE DE VOYAGES ROBIN / SELECTOUR,,"3, PLACE DE LA CAMUSIÈRE",49150,BAUGE EN ANJOU,+33 2 41 89 79 89,,benoitrobin@voyages-robin.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32393
A,IM 049 12 0004,AGENCE DE VOYAGES ROBIN / SELECTOUR,,"84, RUE GAMBETTA",72000,LE MANS,+33 2 43 28 56 94,,robin-lemans@voyages-robin.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32394
A,IM 049 12 0004,AGENCE DE VOYAGES ROBIN / SELECTOUR,,"51, AVENUE DE GRAMMONT",37000,TOURS,+33 2 47 75 01 10,,robin-tours@voyages-robin.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32395
A,IM 049 12 0004,AGENCE DE VOYAGES ROBIN / SELECTOUR,COMPTOIR DE L'UNIVERS,"39, RUE SAINT JULIEN",49100,ANGERS,,,comptoir-de-lunivers@angers-voyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32396
A,IM 062 11 0017,AGENCE DELANNOY JUMEZ / HAVAS VOYAGES,HAVAS VOYAGES,"219, ROUTE NATIONALE",62290,NOEUX LES MINES,+33 3 21 54 71 54,,voyagesdelannoy.noeux@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32761
A,IM 062 11 0017,AGENCE DELANNOY JUMEZ / HAVAS VOYAGES,HAVAS VOYAGES,"19, RUE D'HESDIN",62130,SAINT POL SUR TERNOISE,+33 3 21 41 11 21,,c.jumez@delannoyjumez.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32762
A,IM 062 11 0017,AGENCE DELANNOY JUMEZ / HAVAS VOYAGES,HAVAS VOYAGES,"27, RUE DU COMMERCE",62160,LILLERS,,,voyagesdelannoy.lillers@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32763
A,IM 059 11 0036,AGENCE MER ET SOLEIL / CEDIV,CEDIV,"92, RUE DE L'EPEULE",59100,ROUBAIX,+33 3 20 28 05 28,,agencemeretsoleil@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32638
A,IM 971 10 0008,AGENCE PENCHARD / SELECTOUR,,"1 BIS, RUE DE LA RÉPUBLIQUE",97100,BASSE TERRE (GUADELOUPE),+33 5 90 81 27 12,,jmpenchard@penchard-voyages.fr,www.penchard-voyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34768
A,IM 971 10 0008,AGENCE PENCHARD / SELECTOUR,,"3, QUAI LEFEVRE, Pôle Caraîbes - Hall des Loueurs -",97110,POINTE A PITRE,+33 5 90 83 04 43,,fgauthierot@penchard-voyages.fr,www.penchard.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34769
A,IM 971 10 0008,AGENCE PENCHARD / SELECTOUR,,"85, RUE SAINT JEAN",97160,LE MOULE,,,massicotte@penchard-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34770
A,IM 031 10 0017,AGENCE PROFIL ORGANISATION,A.P.O.,B.A.L N° 602 - HÉLIOS 4,31100,TOULOUSE,+33 5 61 20 56 09,,denis.saura@profilorganisation.fr,www.profilorganisation.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31956
A,IM 033 10 0026,AGENCE REOLAISE EVASIONS / SELECTOUR,AGR EVASIONS LANGON VOYAGES,"21, PLACE DU GÉNÉRAL DE GAULLE",33210,LANGON,+33 5 56 63 11 11,,langon.voyages@agrevasions.fr,www.agrevasions.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31996
A,IM 049 17 0002,AGENCE V COMME VOYAGES / SELECTOUR,,"4, PLACE PIERRE MENDÈS FRANCE",49100,ANGERS,+33 2 41 74 15 07,,p.voisin@voyages-voisin.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32401
A,IM 049 17 0002,AGENCE V COMME VOYAGES / SELECTOUR,,"21, RUE DE BELLEVUE - ZI LES MAGNOLIAS",49630,CORNE,,,vcommevoyages@voisin-services.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32402
A,IM 075 15 0044,AGENCE VALVITAL,Valvital,"16, RUE DE BEAUJOLAIS",75001,PARIS,+33 4 79 35 68 39,,catherine.riac@valvital.fr,www.valvital.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33894
A,IM 049 12 0008,AGENCE VOYAGES BESSON,,"21, RUE NATIONALE",49690,CORON,+33 2 41 49 07 49,,voyages.besson@wanadoo.fr,www.voyages-besson.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32397
A,IM 049 12 0008,AGENCE VOYAGES BESSON,,"7, AVENUE RENÉ LAËNNEC",72000,LE MANS,+33 2 43 87 77 77,,besson.agence-voyages@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32398
A,IM 017 10 0014,AGENCE YSSEO,YSSEO EVENT - MON SEMINAIRE A LA ROCHELLE,"6 TER, RUE DE LA DÉSIRÉE-LA VILLE EN BOIS",17000,LA ROCHELLE,+33 5 46 29 70 91,,info@ysseoevent.com,www.ysseoevent.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31799
A,IM 006 10 0005,AGETOURS VOYAGES / SELECTOUR,AGETOURS - CMONAGENCE.COM,"43, BLD GAMBETTA",06000,NICE,+33 4 93 82 00 24,,agetours@gmail.com,www.cmonvoyage.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31502
A,IM 056 10 0019,AILLEURS ET AUTREMENT VOYAGES / CEDIV,AGENCE DE VOYAGES S.A.Y.A. / CEDIV,"16, RUE DU FOUR MOLLET",56400,AURAY,+33 2 97 56 32 21,,contact@ailleurs-et-autrement.com,www.ailluers-et-autrement.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32527
A,IM 075 10 0193,AIM'VOYAGES / TOURCOM,TOURCOM,"52, RUE DES ACACIAS",75017,PARIS,+33 1 40 55 80 60,,aim.voyages@wanadoo.fr,www.aimvoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33367
A,IM 976 12 0001,AIR MAYOTTE VOYAGES / SELECTOUR,AMVOYAGES,CC LUKIDA,97690,KOUNGOU,06.39.69.10.05,,sejours@agences-issoufali.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34863
A,IM 974 12 0001,AIR VOYAGES,,"40, RUE DES BONS ENFANTS - BP 89 -",97453,SAINT PIERRE - LA REUNION,+33 2 62 96 27 17,,mhmdgangat@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34848
A,IM 094 10 0021,AIRMASTERS,,"163, RUE DES ROSES",77710,SERVON,+33 1 45 18 35 25,,ans@airmasters.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34704
A,IM 075 13 0023,AIRWAYS DEVELOPPEMENT ET CONSEILS / MANOR,Holding Airways Développement et Conseils,"20, RUE DE GRAMONT",75002,PARIS,+33 1 40 15 91 91,,kaboub@airwaysdc.com,www.airwaysdc.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33807
A,IM 031 10 0025,ALACARTE VOYAGES - OVALIE EVENTS,OVALIE EVENTS,"45, CENTRE COMMERCIAL SAINT-CAPRAIS",31240,L'UNION,+33 5 34 60 56 63,,alacarte31@free.fr,www.alacarte31.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31958
A,IM 075 11 0266,ALAIN ALBERIC LIBERT VOYAGES / SELECTOUR,LIBERT VOYAGES,"116, RUE DE TOCQUEVILLE",75017,PARIS,+33 1 47 66 01 88,,agence@libertvoyages.fr,www.libertvoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33728
A,IM 006 12 0001,ALAZURA VOYAGES / SELECTOUR,,"MARCHÉ FORVILLE, 17, rue du Dr Pierre Gazagnaire",06400,CANNES,+33 4 97 06 90 30,,alazura@selectour.com,www.alazuravoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31529
A,IM 059 12 0003,ALBATOUR / HAVAS VOYAGES,HAVAS VOYAGES,"251, RUE DE PARIS",59500,DOUAI,+33 3 27 99 73 69,,albatour.douai@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32645
A,IM 081 10 0003,ALBI VOYAGE / SELECTOUR,,"21, AVENUE GAMBETTA",81000,ALBI,+33 5 63 49 46 56,,ralabert@selectour.com,www.albivoyage.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34132
A,IM 081 10 0003,ALBI VOYAGE / SELECTOUR,TARN VOYAGES,"4, RUE ASSÉMAT RIVES",81200,MAZAMET,,,tarn-voyages@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34133
